metric,model,num_agents,treatment,agent_scope,task_order,round,mean,std,n_runs
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,2,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,3,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,4,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,5,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,6,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,7,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,8,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,9,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,all,myth_game,10,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,1,0.55,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,2,0.41,0.1245,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,3,0.25,0.1768,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,4,0.15,0.2236,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,5,0.3,0.2092,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,6,0.15,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,7,0.35,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,8,0.25,0.1768,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,9,0.25,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game,10,0.3,0.2092,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,1,0.55,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,2,0.45,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,3,0.35,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,4,0.3,0.2739,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,5,0.4,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,6,0.3,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,7,0.25,0.1768,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,8,0.5,0.1768,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,9,0.25,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,game_myth,10,0.1,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,1,0.55,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,2,0.45,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,3,0.4,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,4,0.35,0.3354,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,5,0.35,0.2236,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,6,0.35,0.1369,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,7,0.2,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,8,0.4,0.2236,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,9,0.3,0.1118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,all,myth_game,10,0.3,0.1118,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,1,0.36,0.3286,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,2,0.3,0.2828,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,3,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,4,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,5,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,6,0.12,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,7,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,8,0.04,0.0894,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,9,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game,10,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,1,0.36,0.3286,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,2,0.52,0.3633,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,3,0.36,0.3578,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,4,0.1,0.2236,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,5,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,6,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,7,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,8,0.28,0.3899,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,9,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,game_myth,10,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,1,0.44,0.4336,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,2,0.48,0.295,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,3,0.44,0.4099,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,4,0.16,0.3578,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,5,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,6,0.22,0.3194,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,7,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,8,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,9,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,all,myth_game,10,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,1,0.34,0.0652,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,2,0.2225,0.0742,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,3,0.09,0.0652,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,4,0.09,0.1421,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,5,0.095,0.057,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,6,0.075,0.0707,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,7,0.055,0.057,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,8,0.065,0.0602,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,9,0.055,0.0512,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game,10,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,1,0.33,0.0671,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,2,0.25,0.0586,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,3,0.17,0.0758,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,4,0.13,0.1483,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,5,0.145,0.0975,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,6,0.12,0.057,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,7,0.16,0.0285,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,8,0.195,0.0975,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,9,0.1,0.0612,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,game_myth,10,0.08,0.057,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,1,0.41,0.0962,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,2,0.3275,0.0831,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,3,0.2675,0.0659,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,4,0.14,0.1475,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,5,0.2325,0.057,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,6,0.21,0.1084,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,7,0.175,0.1237,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,8,0.195,0.0622,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,9,0.145,0.0112,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,all,myth_game,10,0.06,0.0652,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,2,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,3,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,2,0.28,0.4382,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,3,0.16,0.2191,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,4,0.16,0.2608,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,6,0.12,0.1789,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,8,0.04,0.0894,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,9,0.08,0.1095,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,game_myth,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,1,0.4,0.4243,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,2,0.5,0.3,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,3,0.1396,0.2183,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,4,0.28,0.4382,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,6,0.08,0.1789,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,2,random50,ordinary,myth_game,10,0.12,0.2683,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,2,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,3,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,8,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,1,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,2,0.08,0.0837,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,3,0.01,0.0224,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,4,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,5,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,6,0.02,0.0447,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,7,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,8,0.0533,0.0869,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,9,0.04,0.0894,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,game_myth,10,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,1,0.6833,0.1462,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,2,0.49,0.4615,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,3,0.28,0.4207,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,4,0.1583,0.2363,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,5,0.2,0.4472,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,6,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,7,0.1,0.2236,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,8,0.1,0.2236,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,9,0.0,0.0,5
send_fraction,openai/gpt-5-nano,8,defectors50,ordinary,myth_game,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,1,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,2,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,3,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,4,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,5,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,6,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,7,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,8,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,9,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,1,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,2,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,3,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,4,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,5,0.24,0.4336,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,6,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,7,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,8,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,9,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,game_myth,10,0.0,0.0,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,1,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,2,0.6,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,3,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,4,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,5,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,6,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,7,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,8,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,9,0.4,0.5477,5
send_fraction,google/gemini-3.7-flash,2,random50,ordinary,myth_game,10,0.2,0.4472,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,1,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,2,0.92,0.1789,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,3,0.6,0.4183,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,4,0.375,0.4787,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,5,0.6667,0.4714,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,6,0.2667,0.2528,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,7,0.8333,0.2357,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,8,0.5667,0.4346,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,9,0.5667,0.2528,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game,10,0.6667,0.4714,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,1,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,3,0.7,0.2739,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,4,0.6667,0.4714,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,5,0.8333,0.2357,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,6,0.6667,0.3118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,7,0.5667,0.4346,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,8,0.9333,0.1491,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,9,0.5667,0.2528,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,game_myth,10,0.2,0.2739,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,1,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,2,1.0,0.0,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,3,0.8,0.2739,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,4,0.75,0.5,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,5,0.7333,0.4346,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,6,0.7333,0.2528,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,7,0.4667,0.3613,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,8,0.7667,0.3249,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,9,0.6667,0.3118,5
send_fraction,google/gemini-3.7-flash,8,defectors50,ordinary,myth_game,10,0.6333,0.2173,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,1,0.36,0.3286,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,2,0.3,0.2828,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,3,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,4,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,5,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,6,0.12,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,7,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,8,0.04,0.0894,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,9,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game,10,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,1,0.36,0.3286,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,2,0.52,0.3633,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,3,0.36,0.3578,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,4,0.1,0.2236,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,5,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,6,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,7,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,8,0.28,0.3899,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,9,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,game_myth,10,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,1,0.44,0.4336,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,2,0.48,0.295,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,3,0.44,0.4099,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,4,0.16,0.3578,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,5,0.12,0.2683,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,6,0.22,0.3194,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,7,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,8,0.18,0.249,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,9,0.08,0.1789,5
send_fraction,anthropic/claude-sonnet-4.5,2,random50,ordinary,myth_game,10,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,1,0.62,0.0447,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,2,0.485,0.0742,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,3,0.23,0.2387,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,4,0.225,0.3069,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,5,0.2267,0.1877,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,6,0.1333,0.1312,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,7,0.1133,0.1043,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,8,0.17,0.1718,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,9,0.15,0.1658,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game,10,0.0,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,1,0.6,0.0,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,2,0.56,0.0418,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,3,0.36,0.2074,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,4,0.325,0.2986,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,5,0.3033,0.1894,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,6,0.2533,0.1121,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,7,0.4133,0.1746,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,8,0.37,0.1565,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,9,0.24,0.1517,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,game_myth,10,0.1933,0.164,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,1,0.7467,0.1121,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,2,0.755,0.1972,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,3,0.535,0.1318,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,4,0.325,0.2986,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,5,0.5117,0.2032,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,6,0.4333,0.1795,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,7,0.4067,0.3694,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,8,0.3967,0.1709,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,9,0.33,0.1565,5
send_fraction,anthropic/claude-sonnet-4.5,8,defectors50,ordinary,myth_game,10,0.12,0.1304,5
return_ratio,openai/gpt-5-nano,2,control,all,game,1,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,2,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,3,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,4,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,5,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,6,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,7,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,8,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,9,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game,10,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,1,nan,nan,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,2,0.2703,0.075,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,3,0.24,0.124,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,4,0.2988,0.1193,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,5,0.272,0.1075,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,6,0.3122,0.1416,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,7,0.2972,0.168,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,8,0.336,0.069,5
