setting,path,composition,task_order,round,send_fraction,return_ratio
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,6,0.75,0.4984444444444444
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,7,0.8,0.4479166666666667
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,8,0.8,0.44604166666666667
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,9,0.825,0.47878787878787876
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_001_neutral_rep01_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,10,0.9,0.4575925925925926
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,1,0.3,0.52
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,2,0.575,0.4449275362318841
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,3,0.6,0.46638888888888885
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,4,0.825,0.4882828282828283
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,5,0.75,0.43022222222222223
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,6,0.8,0.45895833333333336
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,7,0.75,0.47866666666666663
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,8,0.775,0.5045161290322581
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,9,0.825,0.4543434343434343
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_002_neutral_rep02_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,10,0.675,0.4595061728395062
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,1,0.6,0.19444444444444445
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,2,0.575,0.36231884057971014
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,3,0.625,0.432
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,4,0.5650000000000001,0.3893805309734513
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,5,0.55,0.38818181818181813
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,6,0.575,0.4231884057971015
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,7,0.575,0.37217391304347824
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,8,0.675,0.391358024691358
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,9,0.55,0.3921212121212121
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_003_neutral_rep03_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,10,0.55,0.40575757575757576
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,1,0.6,0.2594444444444444
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,2,0.425,0.3333333333333333
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,3,0.475,0.3508771929824561
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,4,0.45,0.4074074074074074
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,5,0.375,0.37777777777777777
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,6,0.5,0.38333333333333336
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,7,0.6,0.4138888888888889
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,8,0.575,0.4391304347826087
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,9,0.55,0.4171212121212121
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt2_sonnet6_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt2_sonnet6_n5_004_neutral_rep04_memtest_memory_primary_anything.json,2 GPT + 6 Sonnet,game_myth,10,0.7,0.44011904761904763
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,1,0.3,0.3888888888888889
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,2,0.525,0.45
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,3,0.65,0.4074358974358975
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,4,0.8,0.4409375
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,5,0.8,0.4730208333333333
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,6,0.875,0.47980952380952385
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,7,0.9,0.46777777777777774
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,8,0.95,0.4631578947368421
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,9,0.9,0.5177777777777778
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_000_neutral_rep00_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,10,0.9,0.4574074074074075
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,1,0.3,0.0
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,2,0.25,0.3406666666666666
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,3,0.4,0.39958333333333335
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,4,0.25,0.36666666666666664
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,5,0.55,0.3545454545454545
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,6,0.325,0.4158974358974359
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,7,0.4,0.4791666666666667
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,8,0.575,0.41507246376811596
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,9,0.525,0.5177777777777779
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_001_neutral_rep01_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,10,0.625,0.39986666666666665
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,1,0.15,0.3333333333333333
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,2,0.375,0.3853333333333333
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,3,0.534,0.34160424469413236
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,4,0.6,0.4872222222222222
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,5,0.75,0.41933333333333334
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,6,0.875,0.4758095238095238
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,7,0.9,0.4442592592592593
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,8,0.95,0.5256140350877193
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,9,0.95,0.4808771929824561
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_002_neutral_rep02_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,10,0.975,0.5042735042735043
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,1,0.3,0.16666666666666666
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,2,0.475,0.2631578947368421
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,3,0.35,0.43952380952380954
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,4,0.5,0.391
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,5,0.3,0.4722222222222222
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,6,0.625,0.43146666666666667
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,7,0.775,0.41989247311827954
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,8,0.65,0.4282051282051282
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,9,0.575,0.4197101449275362
population,data/json/noise_experiments/mixed_model_populations_20260918/mixed_pop_game_myth_gpt4_sonnet4_n5/gpt-5-nano+claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/mixed_pop_game_myth_gpt4_sonnet4_n5_003_neutral_rep03_memtest_memory_primary_anything.json,4 GPT + 4 Sonnet,game_myth,10,0.95,0.4515789473684211
