model,num_agents,noise,task_order,replicate,resources,pairing_seed,noise_seed,source_path
openai/gpt-5-nano,2,noise_uninformed,myth_game,2,69.13,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_myth_game_gpt_n5_007_neutral_rep02_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_uninformed,game_myth,4,67.0,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy2_crossmodel_negative_twotask_r3_noise_uninformed/figure2_dyad_game_myth_gpt_n5_009_neutral_rep04_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,game,4,26.25,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_gpt_n5/gpt-5-nano/game/figure2_noisy8_crossmodel_negative_game_r3_noise_uninformed/figure2_population_game_gpt_n5_009_neutral_rep04.json
openai/gpt-5-nano,8,noise_uninformed,game_myth,0,26.5,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gpt_n5_005_neutral_rep00_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,game_myth,1,26.0,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gpt_n5_006_neutral_rep01_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,game_myth,3,25.25,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gpt_n5_008_neutral_rep03_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,game_myth,4,30.25,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gpt_n5_009_neutral_rep04_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,game_myth,2,34.375,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_game_myth_gpt_n5/gpt-5-nano/game_myth/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_game_myth_gpt_n5_007_neutral_rep02_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,myth_game,0,37.375,202608250,202608250,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gpt_n5_005_neutral_rep00_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,no_noise,myth_game,4,69.625,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_no_noise/figure2_population_myth_game_gpt_n5_004_neutral_rep04_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,myth_game,3,60.0,202608253,202608253,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gpt_n5_008_neutral_rep03_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,myth_game,1,66.875,202608251,202608251,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gpt_n5_006_neutral_rep01_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,myth_game,4,61.644999999999996,202608254,202608254,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gpt_n5_009_neutral_rep04_memtest_memory_primary_anything.json
openai/gpt-5-nano,8,noise_uninformed,myth_game,2,58.004999999999995,202608252,202608252,data/json/noise_experiments/figure2_no_defectors_20260915/figure2_population_myth_game_gpt_n5/gpt-5-nano/myth_game/figure2_noisy8_crossmodel_negative_twotask_r3_noise_uninformed/figure2_population_myth_game_gpt_n5_007_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,game,0,53.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_000_neutral_rep00.json
anthropic/claude-sonnet-4.5,2,noise_informed,game,1,51.5,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_001_neutral_rep01.json
anthropic/claude-sonnet-4.5,2,noise_informed,game,2,55.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_002_neutral_rep02.json
anthropic/claude-sonnet-4.5,2,noise_informed,game,3,46.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_003_neutral_rep03.json
anthropic/claude-sonnet-4.5,2,noise_informed,game,4,46.5,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_claude_n5/claude-sonnet-4.5/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_claude_n5_004_neutral_rep04.json
google/gemini-3.7-flash,2,noise_informed,game,0,75.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_000_neutral_rep00.json
google/gemini-3.7-flash,2,noise_informed,game,1,75.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_001_neutral_rep01.json
google/gemini-3.7-flash,2,noise_informed,game,2,75.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_002_neutral_rep02.json
google/gemini-3.7-flash,2,noise_informed,game,3,75.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_003_neutral_rep03.json
google/gemini-3.7-flash,2,noise_informed,game,4,75.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gemini_n5/gemini-3.7-flash/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gemini_n5_004_neutral_rep04.json
openai/gpt-5-nano,2,noise_informed,game,0,25.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_000_neutral_rep00.json
openai/gpt-5-nano,2,noise_informed,game,1,25.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_001_neutral_rep01.json
openai/gpt-5-nano,2,noise_informed,game,2,25.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_002_neutral_rep02.json
openai/gpt-5-nano,2,noise_informed,game,3,25.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_003_neutral_rep03.json
openai/gpt-5-nano,2,noise_informed,game,4,25.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_gpt_n5/gpt-5-nano/game/noisy2_crossmodel_negative_game_r3/negative_only_reasoning_rerun_dyad_game_gpt_n5_004_neutral_rep04.json
anthropic/claude-sonnet-4.5,2,noise_informed,game_myth,0,62.5,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_000_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,game_myth,1,55.5,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_001_neutral_rep01_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,game_myth,2,56.75,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_002_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,game_myth,3,53.15,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_003_neutral_rep03_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,game_myth,4,50.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_claude_n5_004_neutral_rep04_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,game_myth,0,75.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_000_neutral_rep00_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,game_myth,1,75.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_001_neutral_rep01_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,game_myth,2,75.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_002_neutral_rep02_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,game_myth,3,75.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_003_neutral_rep03_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,game_myth,4,75.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5/gemini-3.7-flash/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gemini_n5_004_neutral_rep04_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,game_myth,0,54.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_000_neutral_rep00_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,game_myth,1,40.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_001_neutral_rep01_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,game_myth,2,58.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_002_neutral_rep02_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,game_myth,3,48.5,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_003_neutral_rep03_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,game_myth,4,68.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5/gpt-5-nano/game_myth/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_game_myth_gpt_n5_004_neutral_rep04_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,myth_game,0,47.599999999999994,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_000_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,myth_game,1,54.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_001_neutral_rep01_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,myth_game,2,55.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_002_neutral_rep02_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,myth_game,3,66.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_003_neutral_rep03_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,2,noise_informed,myth_game,4,66.5,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_claude_n5/claude-sonnet-4.5/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_claude_n5_004_neutral_rep04_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,myth_game,0,75.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_000_neutral_rep00_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,myth_game,1,75.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_001_neutral_rep01_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,myth_game,2,75.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_002_neutral_rep02_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,myth_game,3,75.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_003_neutral_rep03_memtest_memory_primary_anything.json
google/gemini-3.7-flash,2,noise_informed,myth_game,4,75.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5/gemini-3.7-flash/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gemini_n5_004_neutral_rep04_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,myth_game,0,52.620000000000005,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_000_neutral_rep00_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,myth_game,1,72.75,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_001_neutral_rep01_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,myth_game,2,66.75999999999999,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_002_neutral_rep02_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,myth_game,3,43.06,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_003_neutral_rep03_memtest_memory_primary_anything.json
openai/gpt-5-nano,2,noise_informed,myth_game,4,63.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5/gpt-5-nano/myth_game/noisy2_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_dyad_myth_game_gpt_n5_004_neutral_rep04_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_informed,game,0,56.625,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_claude_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_claude_n5_000_neutral_rep00.json
anthropic/claude-sonnet-4.5,8,noise_informed,game,1,54.5,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_claude_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_claude_n5_001_neutral_rep01.json
anthropic/claude-sonnet-4.5,8,noise_informed,game,2,54.125,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_claude_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_claude_n5_002_neutral_rep02.json
anthropic/claude-sonnet-4.5,8,noise_informed,game,3,54.875,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_claude_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_claude_n5_003_neutral_rep03.json
anthropic/claude-sonnet-4.5,8,noise_informed,game,4,55.75,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_claude_n5/claude-sonnet-4.5/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_claude_n5_004_neutral_rep04.json
google/gemini-3.7-flash,8,noise_informed,game,0,75.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_000_neutral_rep00.json
google/gemini-3.7-flash,8,noise_informed,game,1,75.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_001_neutral_rep01.json
google/gemini-3.7-flash,8,noise_informed,game,2,75.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_002_neutral_rep02.json
google/gemini-3.7-flash,8,noise_informed,game,3,75.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_003_neutral_rep03.json
google/gemini-3.7-flash,8,noise_informed,game,4,75.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gemini_n5/gemini-3.7-flash/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gemini_n5_004_neutral_rep04.json
openai/gpt-5-nano,8,noise_informed,game,0,25.0,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gpt_n5/gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gpt_n5_000_neutral_rep00.json
openai/gpt-5-nano,8,noise_informed,game,1,25.0,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gpt_n5/gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gpt_n5_001_neutral_rep01.json
openai/gpt-5-nano,8,noise_informed,game,2,25.0,202608252,202608252,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gpt_n5/gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gpt_n5_002_neutral_rep02.json
openai/gpt-5-nano,8,noise_informed,game,3,25.0,202608253,202608253,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gpt_n5/gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gpt_n5_003_neutral_rep03.json
openai/gpt-5-nano,8,noise_informed,game,4,25.0,202608254,202608254,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_gpt_n5/gpt-5-nano/game/noisy8_crossmodel_negative_game_r3/negative_only_reasoning_rerun_population_game_gpt_n5_004_neutral_rep04.json
anthropic/claude-sonnet-4.5,8,noise_informed,game_myth,0,54.375,202608250,202608250,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_population_game_myth_claude_n5_000_neutral_rep00_memtest_memory_primary_anything.json
anthropic/claude-sonnet-4.5,8,noise_informed,game_myth,1,53.6875,202608251,202608251,data/json/noise_experiments/negative_only_crossmodel_reasoning_rerun_20260909/negative_only_reasoning_rerun_population_game_myth_claude_n5/claude-sonnet-4.5/game_myth/noisy8_crossmodel_negative_twotask_r3/negative_only_reasoning_rerun_population_game_myth_claude_n5_001_neutral_rep01_memtest_memory_primary_anything.json
